acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_total_x,acc_total_y,acc_total_z
0.001798315,-0.004176211,0.0002810142,-0.005442273,-0.003854777,0.001370957,1.022371,-0.1626659,0.002923548
-0.04106899,-0.02149242,-0.004260586,-0.007575915,-0.004773764,-0.002587339,-0.3309679,0.6972804,0.6715997
-0.01876558,-0.01738721,-0.01457797,0.05333151,-0.01909353,-0.03018465,0.9047907,-0.2190805,-0.4375775
-0.08506874,-0.1267107,-0.03869139,-0.05092994,-0.5693993,-0.0625441,0.9364723,-0.2281206,0.01189513
-0.02905378,-0.1655109,-0.1479842,-0.8227155,-0.1815666,0.02408899,0.8691273,-0.5678967,-0.440192
-0.02408157,-0.02303239,-0.1551521,0.09590188,-0.9854198,0.06442786,0.9952532,-0.1328918,-0.03459352
-0.01849096,-0.130018,0.04800169,1.020786,0.5490199,-0.6886396,0.9891279,-0.2131043,0.1556772
0.09864303,-0.06927584,-0.1686862,0.1726966,0.2391597,0.08977414,0.9251021,0.2477851,0.3324742
-0.009005349,0.002132196,-0.001166283,-0.001131132,0.007025164,0.0004933344,0.1986847,0.8710371,0.4391131
-0.00336788,-2.551441e-05,0.008098649,0.04022054,-0.01274861,-0.01502998,0.2788404,0.4424621,0.8593755
-0.05337201,-0.002348715,-0.03949978,-0.03910453,0.172249,-0.1162468,0.02742007,0.9794776,0.1459947
0.005255084,0.01823423,0.04712528,0.01206031,-0.03302396,-0.004160127,1.031119,-0.03725888,-0.01030779
0.111808,0.07429825,0.08786011,-0.0775466,0.2690333,0.1541267,1.136571,-0.04354645,0.1497823
-0.002752101,0.002491713,-0.003311362,0.005001167,0.00267752,-0.007602916,1.013335,-0.1880814,-0.03019864
0.01120956,0.0004676204,-0.003259666,-0.005701431,0.03031931,-0.00581276,0.1860065,0.6161899,0.7802082
-0.008625502,-0.006385253,0.004571442,-0.004304877,0.009047547,0.009016897,0.1801683,0.7924415,0.5937644
0.04324296,0.3077143,0.08744674,-1.175695,0.2018253,0.2259387,1.036502,0.09736263,0.05654812
0.002874851,0.003742222,-0.00349123,0.02042667,-0.01453235,0.007468478,1.014266,-0.2132687,0.01936629
0.5465331,-0.05486413,-0.4755883,-0.1687266,-0.7498017,1.049094,1.56023,-0.1797149,-0.4640084
-0.09008407,0.002959981,-0.477681,0.9100665,0.5419223,-0.9374913,0.8319641,0.2130546,-0.8259253
-0.001331012,-3.598061e-05,0.003628255,0.01967204,0.01783434,0.03329362,0.2449772,0.9497361,0.1842236
-0.002351462,0.008826437,0.007337404,0.009380997,-0.01276616,-0.00804477,1.010956,-0.07468787,-0.1716784
-0.1940516,0.06371618,0.01812404,-0.522159,-0.003040893,-0.4434452,0.7579682,-0.2554854,-0.2281394
-0.0009932484,0.0005488763,0.003991729,-0.004073329,0.01336254,0.00458089,0.9908853,-0.2862928,-0.06270869
0.4850329,-0.03003694,-0.2708708,-1.134478,-0.03791047,0.2082141,1.463322,-0.3240559,-0.453221
0.07715439,0.1717082,-0.01260031,0.5189039,-0.9547044,-0.005740375,1.094148,-0.02613756,0.0273507
-0.004258361,0.0003273425,-0.005143927,-0.00384023,-0.003297059,0.004173022,0.1315203,0.8793019,0.4423437
0.005100429,-0.005426194,-0.01080374,0.0008411726,0.003082247,0.001444075,1.023778,-0.1814267,0.003015309
-0.1540098,0.1437848,-0.1249703,-0.1679454,-0.683596,0.04116145,0.8441365,0.08196491,-0.3777888
-0.004867997,0.01236879,-0.003064275,-0.0006579066,0.005086439,0.007834779,1.014332,-0.1537008,0.05285019
0.9571945,-0.2081652,-0.3208062,0.309033,-0.791246,-0.1810877,1.94923,-0.2417467,-0.6016669
-0.001901745,-0.0008108604,-0.0022351,-0.0007391845,0.006009188,-0.0005331568,0.9451621,0.3022309,0.2200614
-0.01652617,0.007514876,0.002331005,-0.02274095,0.002224425,0.01245786,0.1526906,0.7567412,0.6602423
-0.2199799,-0.1408006,-0.01872857,0.5439146,-0.3559165,-0.003438958,0.7829834,-0.3495394,0.0363709
-0.00253646,-0.0009486191,0.008927597,0.002187647,0.00300055,0.003481167,1.012512,-0.002400463,0.1657485
-0.2527079,0.03687763,0.1199962,-0.7833068,-0.2018541,0.2146186,0.7440721,-0.2043631,-0.05936882
-0.006670811,0.0140274,0.01138027,0.01840074,0.00807358,0.03329455,1.011647,0.1160076,0.06044078
-0.008199852,-0.006045278,0.001887508,0.007707254,0.01145239,-0.005228597,0.96889,-0.2964832,-0.1826791
0.007274944,0.2699217,-0.06671129,0.4422215,0.510036,-0.2078467,1.021371,0.0616553,-0.1662392
-0.1048762,-0.1068129,0.2506678,0.02054906,-0.1841236,-0.01632904,0.8948817,-0.30189,0.1737601
0.05648213,0.1493334,-0.1791954,0.3905899,0.2577541,0.1432492,1.046251,-0.141283,-0.2973308
-0.2179135,0.1551136,-0.05633349,-0.258452,-0.1869282,-0.5925985,0.7781682,-0.167978,-0.05494901
0.04068099,-0.006178208,-0.1369578,0.1367153,-0.009493904,0.2073317,1.065207,-0.03671181,-0.062221
0.0005888051,0.0007243294,0.009614204,-0.04012141,-0.01468097,0.09450401,0.7815144,0.5050231,0.3826206
-0.004622487,-0.002759037,0.003687498,-0.002576945,-0.00250947,0.008773563,-0.0055771,0.9981778,0.07135131
0.6388288,0.02284038,-0.07130399,-1.109408,-0.05701126,-0.009927707,1.661917,-0.09641224,-0.08374093
0.04307523,0.07868553,-0.1649198,0.2891575,-0.3492576,0.4151056,1.047478,-0.09565697,-0.256641
0.00656805,0.01563337,-0.01579888,-0.0524806,0.06887239,-0.04737784,1.018636,-0.1291581,0.1166253
-0.4524139,0.108274,0.1823731,0.06070758,-0.5708413,-0.8237714,0.4214643,-0.2960051,-0.1547356
-0.0008682626,0.005594443,0.005303528,0.004349569,0.009684445,0.01576012,0.9670035,-0.008522501,-0.3380657
-0.3044273,0.03049604,0.1945149,0.02623266,-0.3161665,-0.4411232,0.6876167,0.002705479,-0.06185342
0.3510884,0.2236728,-0.1686662,1.056327,-1.800027,0.2943408,1.350768,0.08208228,-0.3236916
0.05474207,-0.05525621,-0.03643986,-0.06982371,0.2853672,-0.07249621,1.012058,-0.389803,-0.2421448
0.3526174,0.2575192,-0.06980421,-0.3630316,0.2524942,0.3413148,1.371311,0.1228201,-0.09693489
0.05093912,0.07723995,0.01163609,0.6011349,-0.03924896,0.276627,1.068317,-0.0611232,0.08576759
-0.002957698,0.00139121,-0.008172504,-0.01273461,0.004558421,0.0149833,1.000715,0.0178826,0.2032219
-0.2723012,0.2494683,0.02840588,0.5995987,-0.6955345,-0.5407988,0.6691685,-0.08483399,-0.1713106
-0.003309693,-0.0445539,-0.02307921,0.002951188,0.01071297,0.01994264,1.014828,-0.2005093,-0.09483634
-0.001158931,0.00310116,-0.0001920414,-0.006480011,-0.001235114,0.004521614,0.977457,-0.1750157,-0.280244
-0.004351716,0.002480388,-0.03045012,-0.3869449,0.02187709,-0.002594694,1.009115,-0.1973064,-0.03171137
-0.003119102,-0.002635585,-0.01033743,-0.007187857,0.001886915,-0.006892238,0.06445295,0.4163543,0.9056163
-0.5327241,0.09978414,0.03076579,-1.134795,0.5123117,0.4448872,0.4596625,-0.1494038,-0.02171875
-0.284453,0.3118722,0.03449407,0.8565979,-0.1103344,-0.4229777,0.6615593,-0.01824026,-0.149353
-0.003815814,0.003980303,-0.009312006,0.07199428,0.009395125,-0.002165995,1.016494,0.05632432,0.0805378
0.00424829,-0.004136056,0.002339584,0.009125892,-0.0148449,-0.007396393,0.2076472,0.862811,0.4520831
-0.0005810325,0.003055947,0.007569158,0.009498845,-0.004294387,-0.001617929,0.9772888,-0.1762379,-0.2746017
-0.2554517,-0.3230306,0.2817508,1.803961,-1.060743,-0.5641876,0.7388309,-0.4975269,0.09582207
0.6319829,0.05324847,0.1349017,-0.7149455,0.776972,-0.531158,1.663252,0.05002386,0.1910411
-0.002524184,0.007964123,-0.003407773,0.0002159696,0.01009448,0.007584899,1.015674,-0.08855148,0.1203947
0.1736717,-0.0722881,0.1813747,-0.465962,0.07006522,0.02328875,1.151893,-0.1153257,0.337752
0.002569859,-0.02545454,-0.0471187,0.1434547,0.09851598,-0.004818192,1.02628,-0.01197909,-0.08551594
0.002529833,0.003862742,-0.0002553857,-0.1091823,-0.0477094,0.008284542,1.020115,-0.109572,0.1107429
-0.005660697,-0.003940519,0.003198154,0.02797255,0.007135475,0.1009205,0.1016246,0.7805505,0.6030093
0.2528501,0.03301501,0.1041544,-0.5137424,0.3884207,-0.3371497,1.253421,-0.173013,-0.05311708
-0.1518623,0.1155554,-0.05228053,-0.7230533,0.3430094,-0.1085153,0.8662494,-0.01407346,-0.0547638
0.6222362,-0.2867527,-0.1668887,-0.3350557,0.6912653,-0.0762385,1.610077,-0.4455512,0.02098528
0.1496926,-0.09063942,0.1214655,0.01573307,-0.1161018,0.2644687,1.167133,-0.2842863,0.004784527
0.0007831697,0.003469995,-0.01147277,0.00917976,0.02434926,0.01591993,1.020979,0.01355984,0.0885305
0.04422814,-0.09689303,-0.02505022,0.7362167,-0.656207,0.006908558,1.006947,-0.4447643,0.06329566
0.1238723,-0.002569984,0.2167112,-0.06709745,0.05483845,0.1481319,1.075617,-0.3050497,-0.05107712
0.07728188,-0.2170969,-0.08560459,0.4602321,-0.04259213,-0.02058365,1.067888,-0.4530234,-0.2598804
-0.004599295,-0.001751387,0.001281838,-0.010558,-0.03454897,0.002056542,0.9697596,0.2375362,0.1929866
-0.001110711,0.006185458,0.005436858,0.003467417,-0.002658166,0.002515519,0.9747636,-0.1793256,-0.2788662
-0.005372138,0.003719427,0.007506656,0.007744528,-0.01675872,0.0203572,1.011976,0.07769984,0.08920362
-0.2161851,0.02417806,0.07569779,0.3255879,0.4605576,0.4154855,0.7322637,-0.284679,-0.1533955
0.1095116,-0.1508916,-0.1221487,0.3664598,-0.9375237,-0.6421771,1.001364,-0.5296732,-0.4179196
2.57769e-05,-0.002938647,0.000334923,-0.001453388,0.005555906,-0.002100565,0.9667307,0.2291334,0.2364475
-0.08525918,0.1695123,-0.02276417,0.2865597,-0.146654,0.2141209,0.908809,-0.06744468,-0.1971691
0.009317054,-0.03491284,-0.0252791,-0.02011305,-0.07846226,0.08276424,0.9295665,0.1666698,0.374811
-0.004659925,0.00394986,0.003035039,-0.003316503,0.005524739,-0.0009129876,0.5898227,0.4475431,0.681794
0.200718,-0.04661886,-0.4809596,0.9780426,-0.2066049,0.2756744,1.035763,-0.2312646,-1.038603
0.1914246,0.1996073,0.2433119,-0.1526994,0.06398246,-0.0115427,1.220038,0.02981473,0.2452404
0.001308667,0.01583154,0.01638948,-0.02975366,-0.05165928,0.02916402,0.9792208,-0.1642636,-0.2651487
-0.002080984,-0.0002879828,0.006588797,0.00226185,-0.001594341,0.0006453037,0.7861589,0.4148079,0.4755067
0.01173964,0.002120026,0.01764652,-0.1011057,0.01422898,0.04601463,0.9467885,-0.1586588,-0.3820283
-0.06386518,0.2736893,-0.1166802,-0.3426288,0.2450364,0.3751151,0.8826541,-0.06198564,-0.3011493
0.306983,-0.1441052,0.3248988,0.1486636,-0.5289592,-0.004389057,1.22601,-0.3811542,-0.06629018
0.0117926,-0.03434516,0.008978571,-0.2099809,0.04923535,-0.2381034,1.021521,-0.02368073,-0.04786393
-0.05434598,0.08194825,0.07752794,-1.096644,-0.03715795,-0.1058241,0.9159394,-0.05570688,-0.2243792
-0.0002193163,-0.002882036,-0.006769414,-0.004999161,-0.001921014,-0.002681898,0.9581149,0.2381572,0.2505212
-0.0006876107,0.0124729,-0.004073329,-0.006306435,-0.01607652,0.05348246,0.8840708,0.3749104,0.322112
-0.001719186,-0.03851211,-9.493181e-05,0.2520354,-0.04678842,0.08092852,1.010288,-0.182128,0.1397674
0.06323296,0.2519073,-0.1026914,-0.02063011,0.002506362,0.01123482,-0.1032484,0.5997433,0.8245095
-0.04970789,0.02498787,-0.251721,-0.8140797,-0.1469782,-0.2468706,0.9071828,-0.1267782,-0.6008102
0.007119903,-0.01205318,0.01502462,0.5565252,0.272604,0.7174969,0.9753026,-0.3410385,-0.1392877
-0.002469385,0.0004519368,0.002217638,0.006766419,-0.002445969,0.003440134,0.8867688,0.3759677,0.3142499
0.006311626,-0.001189928,-0.002292555,0.003565451,0.0158766,-0.0191599,-0.05035612,0.5757257,0.8280694
0.05406839,-0.1657265,-0.1889725,0.8611734,-0.4763491,-0.07985152,1.020438,-0.5224472,-0.2388686
0.1810376,-0.1845384,-0.29517,-0.02605096,3.000871,-0.1251313,1.187475,-0.3316273,-0.4901822
0.4739598,-0.009398571,0.1270392,0.1443298,0.4472239,0.1083473,1.483315,-0.04139144,0.3038426
-0.01125088,-0.0008220344,0.00450189,-0.005582147,-0.006815979,0.00817893,0.809765,0.3997768,0.4381349
-0.2406884,-0.02245235,0.03046076,-0.3824024,0.4146803,-0.3137561,0.7543659,-0.2938936,-0.09409574
-0.005170303,-0.002885545,-0.0004293963,0.01730932,-0.01013704,-0.0001802427,0.9735708,-0.1811547,-0.2806508
-1.201949e-06,0.0004764396,-0.003418119,-0.02827522,-0.007806931,0.001003664,1.026816,0.001317807,-0.005546402
0.05491516,-0.0001049718,-0.06787515,-0.01677401,0.02594586,0.1340863,-0.0347457,0.9833131,0.1809871
0.607325,-0.1780757,-0.2463958,-0.05406079,0.05590856,0.2577854,1.608992,-0.3751411,-0.2339707
-0.2387075,0.02271095,0.03263574,0.1335651,-0.3545868,-0.3122194,0.740901,-0.1741194,-0.2333311
-0.005832879,-0.0006783148,-0.00158292,-0.007732094,-0.06040428,0.005850158,-0.004391051,0.8360392,0.5820602
-0.01870757,-0.006134686,0.000437574,-0.002489419,0.004587779,-0.001835204,0.03607555,0.4273619,0.9090834
0.07410745,0.04128598,-0.07207635,-0.2922458,0.1452404,0.2010342,0.247389,0.5947874,0.7446774
0.005528481,0.01488845,-0.004891311,-0.05171154,0.02530975,0.01400829,1.027225,-0.06329622,0.08279272
-0.002016122,-0.0008583522,-0.01129751,0.002360713,0.003237028,-0.002062432,0.2764778,0.8836906,-0.3833834
0.5188894,-0.04530564,-0.1776184,-0.5402597,0.2374074,0.2658738,1.516779,-0.2836176,-0.1943203
-0.0009697561,0.002816127,0.0003407056,0.0002475774,0.004219953,0.003352978,0.910474,0.2967119,0.343496
-0.001468908,-0.002026149,-0.01679652,-0.00176716,0.007034729,-0.004248666,0.9974842,-0.2516034,0.090684
-0.001385983,0.0005012371,-0.0005715367,0.01607306,-0.01073597,0.04370373,-0.15427,0.8343392,0.5685866
0.005471196,-0.001408559,-0.009053565,-0.002488122,0.00749084,-0.01192567,0.7910574,0.4847963,0.3694381
0.02812977,0.06722123,-0.03892824,-0.01398981,-0.128122,-0.05159303,1.024528,-0.1760858,0.02890733
0.2118714,0.04254211,0.1938682,-0.7111354,0.5730127,-0.1644067,1.186858,-0.1336933,-0.06994774
0.01779194,-0.2070393,-0.1045237,-0.4852468,-0.6399762,0.2961415,0.9993393,-0.5004194,-0.2243686
-0.2234758,-0.05771746,0.1645374,0.615387,-0.1377602,0.4601339,0.7768889,-0.130448,0.326029
-0.002006555,0.002807116,-0.003913755,0.008943957,0.02909167,-0.02672335,1.01903,-0.146936,-0.0646591
0.01018651,-0.1932855,-0.2843943,-1.055693,-0.9442176,-0.9092667,1.001029,-0.3791069,-0.4856405
0.0006201688,-0.001257605,-0.003391894,0.02340649,0.008702665,0.006688028,0.1285024,0.7291665,0.6882425
0.1081669,0.06928879,0.1068819,-0.1125282,0.06292643,0.06490431,1.058425,-0.2888377,-0.1060919
0.4467273,-0.3079668,-0.04647165,-0.2156841,0.4127453,-0.2367043,1.374497,-0.6525692,-0.2625453
-0.0001819501,-0.0001583011,-0.001080701,-0.02202437,-0.01317367,-0.004929056,1.015927,0.08283852,-0.09477727
0.0006163503,0.0001111381,0.01080406,0.01975459,-0.01013315,-9.795037e-05,0.9264534,0.3083726,0.2734986
0.001368142,0.007034509,-0.002087555,0.01927839,0.02790244,0.01661745,1.00511,0.1040564,-0.1753379
-0.01182892,0.03014577,-0.04844283,-0.04709921,-0.01635321,-0.006381174,-0.02143251,0.8200434,0.5950492
-0.0005602296,0.002173277,0.003751588,0.005285514,-0.003668838,0.00391543,1.0224,-0.003481787,-0.09403442
-0.1159183,-0.1091329,-0.075187,0.1918147,-0.414495,-0.6164078,0.8749824,-0.3334227,-0.07303173
-0.2305632,-0.1336101,0.07046636,0.1937474,0.4323015,-0.1903247,0.77869,-0.3151928,0.1542754
-0.135927,0.003368339,0.1424749,0.268578,-0.2554648,0.1566831,0.8699477,0.1047025,-0.02456367
-0.1447674,-0.1965713,-0.09813448,0.7194471,-0.5079112,-0.0004059611,0.8616692,-0.3846861,-0.01137213
0.001877453,0.01162659,0.0009537262,0.01676229,0.008505239,-0.006184336,0.9950839,-0.2549165,0.1194065
0.0007448164,-0.002284778,0.0008669466,0.001871008,-0.000549602,-0.002134785,-0.03612295,0.9765204,0.2266237
0.004516623,0.01423097,0.003900859,0.02419864,-0.002087607,-0.0109725,0.1883289,0.568413,0.8251391
0.4970675,0.3691138,-0.08899524,-0.0822188,-0.6195185,0.209581,1.394717,0.1067418,-0.4483147
0.002168738,-0.01027736,-0.001363118,0.01811446,0.002546778,0.003266648,1.02818,-0.09731618,-0.002549401
-0.01673751,0.003038123,0.0009787517,-0.005934899,-0.007309985,-0.01296381,0.09206909,-0.4531471,0.8827441
0.03437108,-2.200453e-05,0.006252779,0.06194045,0.03682364,0.02360129,0.9759659,-0.2413998,-0.3620782
-0.08670904,0.1587716,0.08102931,0.06418618,-0.4629059,0.1605224,0.9149009,-0.05291002,-0.06467904
-0.002069508,0.0003599617,0.005488557,0.01114563,-0.009670902,-0.004845958,0.1800357,0.5588588,0.8254555
0.1112439,0.07575706,0.1444357,-0.5251577,-0.3349683,0.1077336,1.140655,-0.07044151,0.1562199
-0.001260829,0.002206603,0.004198886,-0.0009552845,-0.002314931,0.009480233,0.0332348,0.783607,0.6472352
-0.1168907,-0.07515643,0.07008863,0.5470154,-0.5090031,-0.2084974,0.897078,-0.113753,0.1848752
0.3341235,0.1793912,0.08138377,-0.3841719,1.40893,0.1458545,1.33934,0.049284,-0.09087564
-0.008552394,0.01745364,-0.005008677,0.01256335,0.02104113,-0.03289003,-0.02056697,0.9961526,0.2223024
0.001699325,-0.0004698412,0.0008678029,-0.0001373132,-0.0004431399,-0.0002798438,0.9935461,0.1153421,0.2309248
-0.0005809863,-9.896153e-05,0.001569708,0.005599316,0.01420193,-0.0103421,0.1863148,0.5221669,0.8435026
-0.0002076457,0.001514826,0.004169661,-0.002644578,0.005612029,-0.004855747,0.9608038,-0.02025579,-0.359087
0.003476208,-0.006259441,-0.009171761,-0.006562177,0.03113045,-0.04322442,1.023739,-0.1436716,0.06475687
-0.008407487,-0.4150081,-0.0185563,0.315207,-0.9360205,0.2796953,0.9689544,-0.753642,-0.0721483
0.001927282,0.005486048,-0.001632257,-0.01396982,-0.0014861,-0.0009990422,-0.1638218,-0.1667506,-0.9862707
-0.006743796,-0.007376419,0.001131264,-0.0003371818,-0.008680829,0.004558897,-0.1306734,0.7593911,0.6627385
0.006551389,-0.001537705,-0.004483446,0.0007659961,0.008585533,-0.0004333147,1.015123,-0.2201157,-0.08078417
-0.261601,0.2235346,-0.001750334,-0.2785555,-0.06537004,-1.143184,0.6370398,-0.01279852,-0.385423
0.005324232,-0.4908583,-0.1501626,0.42508,0.05270832,0.1488952,0.98843,-0.7688216,-0.1590239
-0.4663894,0.05948717,-0.05284513,0.7389286,-0.420569,-0.7891752,0.5611663,-0.09547265,-0.02129689
-0.003543062,-0.0256653,-0.008792404,0.08667415,-0.03977102,0.04963581,1.017996,-0.09356762,0.1062144
-0.3006897,0.4136602,0.4575266,1.090142,-0.5447014,-1.110282,0.569611,0.1573489,0.01202732
0.001499185,0.0009203613,0.005661073,-0.0005379124,0.003673696,-0.007768107,1.016745,-0.1807955,-0.05980577
-0.006444727,0.005472605,-0.002227159,-0.0008078773,-0.02899402,0.002426538,1.017454,0.0342075,0.05289371
0.001327884,0.006965503,-0.01377635,0.0009425334,0.002277835,-0.001273821,0.9744694,-0.02779761,0.3138699
0.06913357,0.01377973,-0.0327291,0.5913263,-0.03961401,0.305446,1.047168,-0.06770192,0.2654447
0.3677975,-0.08300315,0.1727432,0.3260062,-0.3269402,0.009364955,1.391371,-0.3121066,0.2455312
0.001151112,0.0001907804,0.008795651,0.008630677,0.03650163,-0.0260043,1.016773,-0.1402329,0.1271719
-0.3180518,0.07117126,-0.06343285,0.6007654,-0.05231371,0.2763808,0.6742557,-0.1877312,-0.1346252
-0.004608996,-0.01144962,-0.006513316,-0.002406644,0.00388011,-0.01730426,0.9804613,-0.2672256,-0.2138624
-0.2338815,0.02788589,0.0803432,0.5082771,-0.7092517,-0.1683915,0.7746528,-0.04251675,0.1177287
0.01381696,0.003017036,0.007600504,0.01040664,-0.05205481,0.02629037,-0.3143404,0.711767,0.681873
0.3375733,0.03703733,-0.0657133,-0.05096186,0.7479978,0.03368107,1.330741,-0.1465802,-0.2610832
-0.0002118705,0.003399916,-0.02293085,-0.07209749,-0.005957807,0.002762843,1.009243,-0.1609819,-0.1615553
-0.2107939,0.1548051,-0.01712622,-0.44743,-0.7145249,-0.5974838,0.7072021,-0.09047325,-0.4094291
-0.2207065,0.1012568,0.05872349,1.588741,0.6240724,0.3616452,0.771156,-0.1328563,0.06408693
-0.2817025,0.08540768,0.02860563,0.1951638,0.1074474,0.5551034,0.7320963,-0.1011773,-0.1093785
0.397793,-0.3634702,-0.137865,-0.003186866,-0.280322,0.1967216,1.326105,-0.5995067,-0.5134451
0.2166224,0.01885008,0.09408996,-0.1876337,-0.09339019,0.01816741,1.220266,-0.1656055,0.2623859
-0.006734882,0.01392988,0.03499235,0.01248766,0.003576922,0.02267511,1.003405,-0.2175596,0.01860027
0.02025369,0.01909691,0.09663175,0.1262295,0.004361622,0.008446673,0.1501939,0.9629472,-0.2029191
0.002041972,0.00355122,-0.006827348,0.003425835,0.009214075,-0.007493251,1.017858,-0.1863628,-0.030616
-0.1227482,-0.06542144,-0.1042341,-0.7844098,0.4618647,-0.04890681,0.8624754,-0.2945308,-0.2406365
-0.002013167,0.003823406,0.0002805272,0.001966765,-0.007861095,0.006995406,0.9941534,-0.2692881,0.101381
0.05821711,0.07445563,0.07073144,0.4853912,-0.07949079,0.008051258,1.058154,-0.143677,-0.009504317
0.02040469,0.007137553,-0.03935928,-0.05603851,-0.04014907,-0.02087764,0.9749922,0.2652938,0.1892527
0.0006195913,-0.0001190943,0.002224908,-0.002175779,0.003176573,0.004287396,1.019307,0.1080772,0.004626563
0.01057216,0.02668985,-0.01653478,0.007954561,-0.04704775,-0.01270704,1.031642,-0.01188143,0.0772231
0.07299863,-0.1640638,0.1023283,-0.1031598,-0.04739452,-0.1513379,1.079491,-0.06231213,-0.06665064
-0.2056468,-0.005968568,-0.06734181,0.8938638,-0.4805441,0.09887749,0.8078237,-0.09444802,0.04305882
0.003314043,0.001992147,0.0005656262,0.004722964,0.002048161,0.002145622,0.8946036,0.3318048,0.3374066
0.002808015,-0.0006125603,0.00589398,0.0007758272,-0.008885097,0.0004607409,1.006473,-0.1700016,-0.1644509
-0.002209563,0.01176358,0.007052676,-0.0002328017,0.01404571,-0.03058003,0.9966483,0.0428799,0.2347572
-0.3686661,0.2698664,-0.01959004,0.1823598,-0.5326902,0.146887,0.6253996,0.1030668,0.026423
0.001996737,0.005538841,-0.01308253,-0.002144916,-0.006025557,0.008757934,0.9662111,0.2492737,0.2150889
0.5458465,-0.2963413,-0.1115622,0.4511401,0.8444563,0.6193016,1.564309,-0.4092761,-0.02881637
-0.03496324,-0.01051362,0.1881208,-0.1781131,0.2811602,0.1671816,0.9563574,-0.2537007,0.1653995
-0.2387556,0.1703716,0.0624319,-1.611102,-0.3264701,-0.1837481,0.7576565,-0.04534865,-0.03440603
0.02241333,0.00752203,0.002935305,-0.009043107,0.07315993,-0.02003163,-0.3068332,0.7116581,0.6802355
0.001105168,-0.003266041,0.0002824669,-0.002786404,-0.007056125,0.01367969,1.021333,-0.1306073,0.07045258
0.007680218,0.0132455,-0.01418218,0.05015141,-0.04917177,-0.00315822,0.276729,0.4318548,0.8565508
0.7193566,0.0843564,-0.07840498,-0.6214812,1.497547,0.08792726,1.721733,-0.05978312,-0.2201076
0.04255486,-0.3589016,-0.2303431,0.5460158,0.7918974,-0.2193573,0.9940616,-0.7224083,-0.3386482
0.447517,-0.4607504,-0.1227573,0.6633354,1.179309,-0.9215041,1.44499,-0.7582211,-0.2365159
-0.003619919,0.001257743,-0.006855287,-0.003248782,0.009162953,-0.01099634,0.1923215,0.9234447,-0.3404426
-0.1593489,0.005733603,-0.06525589,0.1995415,-0.6403383,-0.2223585,0.8560326,-0.1119891,0.04258003
-0.2894347,0.00619932,0.2485421,0.4141335,-0.04798993,0.1302455,0.7144558,0.1109434,0.07579106
0.0112552,0.006792413,-0.005412173,0.01100105,0.003262131,0.009498459,0.28908,0.4422771,0.8536948
0.001579671,-0.004426552,0.005245499,0.005439762,0.005567895,-0.01001134,1.020008,-0.1598595,0.07776128
0.2661464,0.06479281,0.08604635,0.07401821,-0.1678335,0.01329921,1.29902,-0.05416583,0.09596584
0.004922721,0.002197915,-0.0007149784,-0.0282241,0.06118258,4.716124e-05,0.01581544,0.3427352,0.9394752
-0.002267836,-0.3964082,0.04602894,0.3053205,0.3313718,-0.4580054,1.010848,-0.5317866,0.1359425
