acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_total_x,acc_total_y,acc_total_z,label
0.0008516326,-0.001124799,0.006842852,0.02733168,-0.01663751,-0.08919949,1.016348,-0.171557,0.06966766,5
-0.1279342,0.03804455,0.04947354,0.2117097,-0.03482909,0.3688936,0.1247115,0.8809283,0.5444659,6
-0.002230035,0.02112494,-0.01489053,0.02535889,-0.001912416,-0.006550222,0.1815587,0.5782215,0.8035522,6
0.04430687,-0.1379759,-0.02309643,-0.3665273,-0.3084134,-0.07063478,1.00348,-0.5046864,-0.1918492,2
-0.001513376,0.002772196,-0.00272106,-0.002136631,-0.005432763,0.007619262,0.2421477,0.9565349,0.1561158,6
0.001624758,-0.007657616,0.002538486,0.02939256,0.03855804,-0.01686246,1.023459,-0.1211106,0.06514359,5
-0.004243506,-0.004689629,0.01358976,0.008559221,0.0003583551,0.004929207,0.9602967,0.2255831,0.2594583,4
-0.01109873,0.005284121,-0.007897793,0.003126909,0.01002642,0.003936902,-0.09542007,0.8495865,0.5642216,6
0.3778867,-0.273302,0.1233132,0.1809217,0.7843197,0.2562721,1.393608,-0.417839,0.0827237,1
-0.00318394,-0.0002295342,0.004250345,-0.1050079,-0.02667565,-0.1289137,0.9499138,0.1545473,0.3177289,4
8.510204e-08,0.0008108351,-0.004424431,0.01214084,-0.0100497,-0.01558339,0.2545214,0.5010779,0.8165221,6
-0.3033293,0.001764224,0.1250825,0.4075852,0.02347843,-0.4136071,0.7057193,0.1159406,-0.03441263,1
-0.004758418,-0.003299444,-0.002192276,-0.002775203,-0.0002005557,0.0005524627,-0.03522962,0.6999329,0.7340481,6
-0.01138556,-0.01515276,0.01395918,-0.006608645,0.02214709,0.003318041,0.2449061,0.6283782,0.7468275,6
-0.001512887,0.00630276,0.001185134,-0.01504331,0.0008719181,0.005197441,1.013533,-0.1875403,0.06907826,5
0.07136969,-0.2035188,-0.08641618,0.3914475,-0.5931834,-0.3455828,1.072895,-0.4347357,-0.1115639,2
0.003200422,0.01791895,-0.005634876,-0.003351339,0.007928456,0.01118737,1.023803,-0.1191788,0.06816807,5
-0.1675677,0.03551148,-0.07376698,-0.3075625,-0.7685594,0.01035587,0.7846601,-0.305518,-0.2667932,1
0.00464392,0.004852462,-0.008487706,-0.007585754,-0.002919054,-0.009897421,1.018796,0.08145935,0.09851393,4
0.02739385,-0.1131129,0.03464624,-0.02500334,-0.8797646,-0.9783624,0.9094406,-0.3788025,-0.4243309,1
0.002878326,0.003669983,0.001460918,0.005201859,0.006639748,-0.004328687,1.015007,-0.1637638,0.1299888,5
-0.004745068,-0.02938171,-0.01051082,-0.009660313,0.02162515,0.02049961,0.985115,-0.3358229,0.08399834,5
0.09625789,-0.01217839,0.1554474,-0.103726,0.3405077,0.2519314,0.9995154,-0.3022843,-0.2670762,2
-0.05919055,0.2965916,0.005842316,0.003894921,0.05076757,-0.8077932,0.8330095,0.0403453,-0.3660273,2
0.09226607,-0.001924361,0.1053737,-0.1947223,-0.06966604,0.04286989,1.113844,-0.1154085,0.1728189,1
0.000957007,0.004105064,0.004913861,-0.008268502,0.008374703,-0.01455759,0.9677218,-0.107843,0.3384391,5
-0.000635137,-0.007056889,0.009003821,-0.0008696963,0.0161827,0.01043127,1.022959,0.01391787,-0.07784055,4
-0.4095487,0.4215311,0.06441313,-0.3306012,0.3175993,0.1009445,0.5398858,0.04534098,-0.06175172,2
0.001333192,0.0005539138,-0.005705456,0.0113048,0.00871899,0.003780424,1.024924,-0.02005416,-0.09942199,4
0.09866743,-0.1357041,-0.2085523,-0.07021653,1.25125,0.197918,1.091647,-0.3015837,-0.09900205,2
-0.5248702,-0.05644695,-0.08745721,0.615386,-0.972239,0.2183031,0.4683091,-0.1305515,0.07488898,3
-0.01505144,-0.009073647,0.01144966,0.01214966,-0.01517565,-0.007617521,0.2422222,0.6357965,0.7412444,6
-0.08991582,0.124986,0.05457064,0.01149851,-0.1983637,0.1113087,0.7508273,0.4417789,0.4784957,4
0.000850441,-0.0001380875,-0.003865055,-0.007641898,-0.0007704478,0.002848699,1.026521,-0.009346172,0.04118682,5
0.4662389,-0.09565594,0.1296189,0.4386829,-0.2959946,-0.1588377,1.467618,-0.3081762,0.003878549,3
0.0005651991,0.1634682,-0.09591309,0.4886829,-0.2406868,-0.05022716,0.9758981,-0.0383818,0.1263684,2
0.004416175,-0.02666641,-0.005973033,0.01675465,-0.0553638,0.0643503,0.9952799,0.1168299,0.2223554,4
0.002162357,0.006851137,-0.002183333,-0.02314049,-0.001698252,-0.01142205,1.013837,-0.1629524,0.1201943,5
-0.2490462,-0.02386294,0.123314,-0.5761156,0.3478568,0.7503667,0.6638474,-0.270785,-0.2678651,1
-0.1144023,-0.08351653,-0.08696919,0.7950491,-0.9205754,-0.09365729,0.8457764,-0.4096006,0.08240371,2
0.2911833,0.141655,-0.06204202,0.2501597,0.1202426,-0.06968006,1.200123,-0.1309276,-0.4650494,2
-0.1883241,0.07270771,0.2479079,0.1865376,0.06694455,-0.1338422,0.8094252,-0.08002613,0.1005244,1
-0.00376109,-0.0008787985,-0.003641647,-0.004731332,-0.003850588,-0.00572933,1.014695,0.07757026,0.05841647,4
0.6610456,-0.6678059,-0.1132868,0.8122199,0.7356352,-0.9899678,1.615311,-0.8030591,-0.235502,3
0.09529002,0.06211196,0.08531481,0.6574312,-0.03828969,-0.01710672,1.109708,0.02319758,0.1858057,3
0.04988659,0.1347497,-0.08600686,0.1248049,0.2891976,0.1801392,0.9892452,0.3069884,-0.4377335,2
-0.001062948,0.002050071,0.001219017,0.01966329,0.005324228,-0.005989057,0.1978904,0.9234687,-0.3322904,6
0.001499742,0.00457287,0.01412249,-0.01813106,0.01507933,-0.007651545,1.011284,-0.21763,0.03329331,5
-0.01020522,0.04113935,0.05163251,-0.1121976,0.0001009013,-0.09012706,1.006318,-0.1745564,0.01773423,4
0.5857963,0.06504528,-0.3427314,-0.3544275,3.594557,-0.3898828,1.570344,-0.04355281,-0.5338167,3
-0.002178697,0.001066669,0.002414699,-0.01215307,0.005925621,-0.0080914,0.9898198,-0.3033318,-0.08446539,5
0.2695528,0.1039549,-0.05625256,0.3617077,0.5820588,0.5355474,1.27977,-0.09477586,-0.1685991,1
-0.2533568,-0.04110244,-0.03589972,-0.4121287,-0.2674026,0.3422532,0.7368353,-0.08899608,0.121944,3
-0.02349907,0.03149506,0.2788002,0.2300174,-0.7309733,0.1815491,0.9724147,-0.1192338,0.1222368,1
-0.1662964,0.06455734,0.1280612,0.06911042,-0.1507949,0.1837485,0.8458121,-0.1245681,0.1945076,1
0.02653639,-0.001555272,0.006572184,0.006965627,-0.02750758,0.006661209,-0.04218334,0.6549117,0.7626512,6
0.2939624,-0.208936,0.06697572,0.8319084,-0.466793,-0.08884051,1.253399,-0.581396,-0.1097291,2
0.001699987,0.00755554,-0.01543783,0.0268085,0.01825761,-0.01848438,1.00948,0.1669833,-0.01455189,4
0.005014034,-0.02513774,-0.003785602,0.02123069,-0.001170779,0.06523023,1.026259,0.04481967,-0.003782336,4
-0.0197785,-0.00678981,0.0016691,0.01174527,-0.007867159,0.006302738,-0.007745583,0.3313133,0.9421102,6
0.968611,-0.3367063,0.04783378,0.460687,-0.2037076,-0.9022481,1.963142,-0.5374175,0.09178122,3
-0.008296066,-0.002469889,0.003503098,0.05065552,0.01052601,0.08462264,0.168861,0.8244351,0.559291,6
-0.03681133,-0.08117546,0.09713636,0.1721012,0.2932925,-0.2291809,0.9427994,-0.178492,-0.2039638,3
-0.3064202,0.08738146,-0.00829364,-0.06802254,0.9345633,-0.08840991,0.6393822,-0.2490418,0.1597995,2
0.005980952,0.009639077,0.02083422,-0.05731074,-0.08811273,-0.05316869,0.2338405,0.9600838,0.1899468,6
0.00434127,0.09864352,-0.07829844,0.3203762,-0.03682941,0.2428824,1.018385,-0.1001039,0.003386592,1
0.002296429,-0.003227902,-0.00142866,-0.08374509,0.03023184,0.005115727,1.003742,-0.2449954,-0.1004976,5
0.848229,-0.321295,0.2035117,-1.601494,-0.8011358,0.1486393,1.831537,-0.5483967,0.05748703,3
0.1582033,-0.2137281,-0.09131051,0.3498351,0.212481,0.04572854,1.100886,-0.3533308,-0.4524567,2
-0.002544733,0.002660808,-0.0001959274,-0.00188757,-0.004421569,0.005449288,0.2390048,0.9533821,0.1789859,6
-0.1294519,0.06115017,0.1863334,0.1355119,-0.287337,0.2629618,0.8689349,-0.1372357,0.3570028,1
-0.001951245,0.002514626,0.03699406,-0.05119397,-0.02718777,0.02708193,0.9471838,-0.3522734,-0.1780364,5
-0.003366327,-1.846135e-05,-0.0005998976,0.004439019,-0.008409787,0.002293902,0.7335917,0.461935,0.5166275,4
0.08104433,0.01973527,0.1341511,-0.4748719,0.1267292,0.06146966,1.026715,-0.3217475,-0.07405638,1
-0.01439209,-0.003787439,0.007442214,-0.00116137,0.0007087425,-0.0005147911,0.171832,0.5874349,0.8036351,6
0.005423597,-0.005204322,0.004225944,0.02842445,-0.05789439,-0.001132099,-0.07502478,0.3600237,0.935106,6
-0.008862473,-0.002574183,-0.001506825,-0.02408723,-0.007622316,-0.01328216,-0.04055392,0.9777399,0.2155852,6
0.001486203,0.0003793695,-0.007857038,-0.001692811,-9.107873e-05,7.618141e-05,1.019661,-0.0325591,-0.1574004,4
-0.3969331,0.08252485,-0.009860971,-0.6545614,0.3525473,0.4149173,0.6187008,-0.02604478,0.09493075,1
-0.2344335,-0.02299309,0.09657553,-1.088232,0.0712141,0.5430684,0.7739175,-0.2378702,-0.02848889,1
-0.001726928,-0.005642441,-0.0188718,0.007890161,-0.01085845,-0.01864473,1.014202,-0.1860802,0.03417794,5
0.006091289,0.00626143,0.01266617,-0.06356028,0.004799144,0.03372573,0.1091965,0.9379005,-0.3440615,6
0.2425988,0.1152163,-0.05778967,-0.2827701,-0.2833971,0.05236426,1.21018,0.002961269,-0.3582643,3
-0.001489176,0.0006252121,-0.003317558,-0.01356436,-0.001663218,-0.007389837,0.2204417,0.9730814,0.02598963,6
0.004844167,0.005560145,0.005767328,0.0007114349,0.0002043442,-0.002565695,0.9655178,-0.01463153,-0.3546319,4
0.002869061,0.007177967,0.01372083,-0.004174151,0.01743009,-0.0144631,1.020925,-0.1064147,-0.1052531,4
-0.001820408,-0.005201335,-0.001572772,0.01163236,0.0004559415,0.01797523,1.004098,-0.2623485,-0.02293737,5
0.003388228,0.01211185,0.01136837,-0.002468411,0.01092402,-0.01115005,1.021371,-0.1014442,-0.1076039,4
-0.04687794,0.213578,0.1640919,-0.7654052,0.1936327,-0.290368,0.9549142,-0.03445976,0.2436463,1
0.0003704528,-0.003451176,0.00373827,-0.01502859,0.002785223,0.007541729,0.1794721,0.583366,0.806013,6
-0.00583845,0.00660918,0.005926589,-0.005638612,-0.00613826,0.003608995,-0.04307108,0.5491245,0.8597613,6
0.01418808,0.00475999,-0.005225204,0.00479852,0.01066787,-0.01325863,-0.105777,0.7719439,0.6550433,6
0.01229395,0.002099532,0.002431887,-0.05130701,0.0553523,-0.02088691,1.001348,-0.31092,0.09229426,5
-0.05160275,0.1916874,-0.1884891,-1.600741,-0.6531189,0.174484,0.9520461,0.2950934,-0.3704293,3
-0.2889036,0.09488037,0.1064998,0.2128537,0.04740287,0.4460355,0.57885,-0.3257922,-0.2209028,2
-0.008473314,-0.001114926,0.005923343,-0.0233988,-0.0194314,0.008495143,-0.1668882,0.7472332,0.683006,6
-0.0003485638,0.009546381,0.005986838,0.00497531,-0.01387009,-0.001789842,1.021766,-0.08232094,0.09469146,5
-0.00319489,-0.000625451,-0.005531233,0.005770269,-0.001658253,0.002308848,0.5900103,0.4450365,0.6746285,4
0.001246804,0.005945079,0.00333162,0.0202283,0.001723738,0.000433462,1.001603,-0.2360012,0.1101374,5
7.939961e-05,0.002900317,-0.001780282,-0.001919259,0.002755627,-0.004475031,0.07146754,0.8069625,0.6083559,6
-0.01743519,0.04141602,0.010529,-0.03478651,-0.01914819,0.01338646,0.952745,-0.09214412,0.3278425,5
-0.004030219,-0.007526596,0.005405643,0.005566249,-0.0004901974,0.0002393072,0.2064026,0.7800494,0.6015668,6
0.1424193,0.03512544,0.1946491,-0.4917317,0.5044045,-0.2430046,1.132554,-0.03336234,0.4823491,1
0.00183988,0.002449335,-0.0002310048,-0.0003641368,-0.006743545,0.005462318,-0.004912333,0.9842548,0.2120968,6
0.007215509,-0.000382294,0.003871921,0.002148286,0.0186718,-0.004568087,-0.07814689,0.8417569,0.5793274,6
0.00102388,0.001996602,-0.003854668,0.00611002,0.007696193,0.003155181,0.9586946,0.2527285,0.2171355,4
-0.1033331,0.1081151,-0.01269917,0.4889669,0.3213103,-0.2255125,0.9135222,0.05450621,-0.03629496,1
0.6697572,-0.1906441,-0.29358,0.5749842,0.1824908,-0.1073069,1.610385,-0.3539587,-0.6392411,3
0.03065513,-0.01643615,-0.01369915,0.08041733,-0.03824853,0.3208365,-0.06948047,0.9800049,0.2352771,6
0.2569176,0.2634422,-0.1071774,-0.8260745,-0.6673502,0.1532608,1.218571,0.01214936,-0.1143876,3
0.1700954,-0.3738651,-0.5098025,-0.3372622,3.932735,-0.3817999,1.178946,-0.5107824,-0.6324444,1
-0.004223166,-0.002207907,-0.007903847,-0.0225509,0.05691571,0.003659005,1.006753,-0.2236632,-0.05786539,5
-0.08423555,0.1202411,-0.02420833,0.4167847,0.2624581,0.1081427,0.9351201,0.07478941,-0.03984834,1
-0.002877241,0.004001446,-0.002751677,-0.002165782,0.002689564,-0.002586094,0.1309097,0.880999,0.4495575,6
-0.008754169,0.005696316,0.0223471,-0.006687674,0.009497524,0.000983196,1.002293,0.1216542,0.1206193,4
0.00396919,0.0006705755,-0.002878347,-0.001181221,0.003975835,0.002830296,1.021967,0.07878738,0.05443795,4
-0.001175174,0.006580209,0.0107456,0.03654618,-0.02837255,0.007352226,0.9583822,-0.3213142,-0.1945644,5
-0.002325431,7.644579e-05,-0.002413282,-0.001056672,0.008609699,0.0004817493,0.9637314,0.2329302,0.2355518,4
0.0281291,-0.01222528,-0.01593635,0.2582383,0.1569905,0.2192925,-0.003698114,0.6198988,0.7954668,6
0.0003366898,0.001479173,-0.004046359,-0.001391633,0.01007709,0.006694549,0.8217199,0.3614364,0.4619653,4
0.0005949412,0.002489815,-0.006916502,-0.002800437,0.001203955,-0.01004706,1.00555,-0.2600843,-0.03834362,5
-0.002156307,-0.009144332,-0.01321863,0.003155843,0.02943226,-0.006987182,1.026612,-0.1012897,-0.008748942,5
0.2410279,0.1126069,0.2043776,-0.1121189,-0.1276984,-0.1791444,1.223425,0.009555601,-0.08879923,1
0.04896718,0.2161318,-0.2740038,0.6525818,-0.1648995,0.09929788,1.007628,0.069597,0.1007509,2
-0.1476194,0.01356133,-0.09819332,-1.080785,0.9916908,0.3117444,0.8243593,-0.3357275,-0.1046801,2
-0.0009524924,-0.003531657,-0.00107021,0.01244743,0.007205356,-0.006148281,0.281754,0.4397667,0.850762,6
0.1414697,0.220109,0.06903229,-0.3310167,-0.1194921,-0.02706169,1.042161,-0.01690541,-0.3664903,2
-0.3314245,-0.106168,0.07689468,0.3229258,-0.7247282,0.3802929,0.6003215,0.05854312,-0.2884669,2
-0.001292574,-0.01038465,0.005008458,-0.01928969,0.01115267,-0.008054356,1.015131,-0.1766273,-0.07090479,5
-0.08122042,0.0818079,0.1572461,-0.3857343,0.04315248,0.1859333,0.9147003,-0.2236945,0.1481736,2
0.00132089,-0.0004518277,0.007293101,0.005660736,-0.004458434,0.001242499,0.8820319,0.2478998,0.431987,4
0.0009037545,0.0006883128,-0.006903319,0.005401539,-0.00734599,0.007230964,1.001343,-0.04981494,0.2256364,4
-0.01311178,0.00132241,0.01688924,-0.05322682,-0.01923054,0.1863965,0.09756061,0.8622652,0.5212705,6
0.002472163,0.0002908317,0.01124077,0.01972611,0.002289158,-0.005767179,0.9403037,-0.1577557,-0.3818056,5
0.004587455,-0.000402047,-0.006313318,-0.03126258,-0.08044115,0.02516176,1.015534,-0.01183743,0.1670422,5
-0.003999503,-0.005290077,-0.009758895,-0.006347154,-0.01930791,0.01385053,0.9420014,-0.2377932,-0.3687113,5
0.02841808,-0.4368642,-0.1115752,-0.3587777,-0.9046113,-0.01089586,1.033939,-0.676158,-0.1291832,2
0.0007400304,-0.00379205,-0.006956852,-0.001299981,0.001331042,-0.002659405,1.009979,-0.2507732,-0.0248686,5
0.009119301,0.005212863,0.01382494,-0.1536371,0.05464479,-0.2163938,1.021345,-0.01881534,0.1342016,4
0.1661479,0.08193361,0.02535335,-0.08658261,-0.5116765,0.4506788,1.076383,-0.1590389,-0.3404534,2
-0.4370392,0.09472713,0.09164213,1.006105,0.01001425,0.277718,0.4770456,-0.2967857,-0.2054362,2
-0.001026043,-0.01401469,-0.01030558,-0.02069166,0.04305171,0.01535489,1.006328,-0.2556985,-0.0149836,5
-0.3999124,0.2423327,0.0419317,-0.238678,0.4369802,0.1414581,0.5898435,-0.03504497,0.1436044,2
0.0004380156,0.00223724,0.004824562,-0.01209524,-0.0154438,0.009733628,0.9496855,-0.328801,-0.2401364,5
0.0007749143,-0.00937566,-0.002682395,0.002425169,-0.002595969,0.01157786,1.021886,-0.1153723,0.06671876,5
-0.163682,0.2875711,-0.06413057,-0.9779956,1.190719,-0.2141547,0.8488115,0.06645494,-0.00378292,1
0.00273638,0.002635103,-0.001705331,-0.01049759,0.03240522,-0.007982988,0.1326736,-0.4405257,0.8846779,6
-0.008991973,-0.0139703,-0.0328743,0.02441275,-0.0428861,0.05252478,1.017739,-0.06245496,0.04764762,5
-0.0729332,0.01445328,-0.06926041,0.9655583,-0.4989064,0.2271068,0.8920661,-0.02099127,0.2577639,3
-0.1035829,-0.1597052,-0.06125368,0.4012897,-0.06291468,-0.3332833,0.9150006,-0.2998413,-0.01874474,1
0.07008317,0.07412222,0.1551453,-0.4453926,1.175831,-0.4479608,0.9455832,-0.1677762,-0.2816017,3
0.001236246,-0.002544782,-0.007319955,0.0004465215,0.01300106,-0.01544739,0.965946,0.2276541,0.2368441,4
0.002255189,0.004407109,-0.002247788,0.01961916,-0.01739484,0.004854186,0.1744079,0.5411195,0.8173297,6
0.05248806,-0.02121168,0.1800788,-0.08628908,0.1609593,-0.02727702,1.047779,-0.1640712,0.4009822,2
-0.002385394,-0.004032554,-0.01172729,0.04954019,-0.0046924,0.00482396,1.015398,-0.1443606,0.08199924,5
-0.002697815,-0.003131931,0.005881529,0.01235214,-0.001122079,-0.004833406,1.012466,0.07514327,-0.1035377,5
0.04855604,0.1604354,0.2609129,0.02965811,-0.5086736,-0.0712304,1.059247,0.05598486,0.3852429,1
0.0006081829,0.002662311,-8.336525e-05,-0.0002528116,-0.003667974,0.002964364,0.1123392,0.8582094,0.5291999,6
0.1546304,-0.1280023,-0.1785816,-1.189309,-1.082297,-0.7617292,1.160184,-0.3797425,-0.2099102,1
0.003279311,-0.02635382,-0.0596676,-0.03097487,-0.1546931,0.09474044,0.8875251,0.2500976,0.4123761,4
-0.3921489,0.1014894,0.06697092,-1.230795,0.1071714,0.8630062,0.5168527,-0.1153838,-0.3525475,3
-0.1711029,-0.09963034,0.1174112,-0.3053385,0.03360314,0.07476665,0.8295571,-0.2491734,-0.05637883,1
0.005296298,-0.01132928,-0.006630541,0.002494282,0.02952917,-0.009368904,1.022359,0.06802838,0.09554608,4
0.002991851,0.01225395,0.007116253,-0.01775374,0.03317356,-0.01965531,1.009754,-0.2293477,0.01438544,5
0.002737075,-0.00367112,0.003263344,-0.006160395,-0.07159134,0.0152633,0.1127968,0.7517415,0.6641812,6
0.0328019,-0.008788265,0.000537645,0.06502499,0.0291947,0.1986925,-0.006857144,0.9744891,0.2171189,6
-0.1053153,0.0574768,0.1754904,0.2040915,-0.2091784,0.07737255,0.8710267,-0.06522954,-0.1312221,1
0.05360756,-0.1923401,-0.1012112,0.2444569,-0.1235477,-0.007255514,1.051013,-0.4360677,-0.2196265,1
0.00437756,-0.02302762,-0.03022736,0.03225279,0.05551744,-0.06996865,1.021147,-0.1219493,0.07449331,5
-0.2800693,0.122605,0.05913017,-0.4060849,-0.3155642,0.1310021,0.7338019,-0.04956027,0.05681966,1
0.0009286004,-0.0014253,0.0009749647,0.008031757,0.002241813,0.007812841,1.026558,-0.1049482,-0.01474851,5
0.001370366,-0.001589572,-0.002078814,0.02480913,0.03802569,-0.005550005,0.1421003,-0.4385088,0.8871776,6
-0.002092868,0.008369099,-0.1044362,0.08206673,0.1455193,0.07989174,0.9458738,-0.3051774,-0.246411,5
0.03868064,0.03505023,-0.02081708,-0.02758252,0.01979453,0.08250143,0.204963,0.597835,0.797934,6
0.002337929,-0.005875294,0.003707469,0.02729621,-0.02586932,0.0009040776,-0.04991998,0.6110234,0.8116087,6
-0.2874897,0.08809344,-0.01308238,-0.1652038,-0.06901767,-0.4638506,0.6899434,-0.2041624,-0.04030414,2
-0.2592118,-0.02050362,0.1780974,-0.3167835,-0.1700009,0.2358424,0.7411588,-0.07892715,-0.05608308,1
0.2078932,0.0584752,-0.05638486,0.1111768,-0.1962385,0.01246229,1.225522,-0.1211783,0.033395,1
-0.07782579,-0.05316263,0.02051812,-0.1219927,-0.08218525,0.2460499,-0.05056071,0.5733497,0.826434,6
-0.2777693,0.03753659,0.0223824,0.4728524,-0.3318309,-0.4646861,0.7220142,-0.02873252,-0.2093659,1
0.006578434,0.003825012,-0.00464534,0.01034094,0.003749078,-0.009751477,0.02902441,0.9551625,0.3180989,6
-0.09809182,0.190159,0.1812984,1.321996,0.4120716,-0.2086421,0.7660147,-0.09399964,-0.3070815,3
-0.1145996,0.0663493,-0.07010409,0.7102511,-0.176083,0.6015403,0.8665802,-0.1792484,-0.07286498,3
-0.0008018074,-0.06581359,-0.01398347,0.03123413,-0.04160696,0.04320364,0.99699,-0.3289136,-0.05977927,5
-0.01033728,-0.001719214,-0.002320441,0.01832039,-0.0408021,0.00159575,-0.08863501,0.3604599,0.9297189,6
-0.01521842,-0.006019194,0.0006545917,0.01004297,-0.01399972,-0.007287962,0.1682744,0.6124356,0.779615,6
-0.4230308,-0.01371675,0.03360142,-0.3125383,0.7101787,0.4683413,0.5160318,-0.3535454,-0.1554406,2
0.001172694,0.004106664,-0.001700889,-0.0004972399,-0.0008184965,-0.004748669,0.8747054,0.4513466,0.2118336,4
-0.01278711,-0.06322243,-0.04553386,-0.319704,-1.14622,-0.8558585,0.9057248,-0.3059901,-0.4383924,1
-0.001517173,0.003623842,-0.03801105,-0.04121774,-0.040577,0.06656427,-0.00448823,0.9973296,0.0755034,6
-0.0008613802,0.005536467,0.005007158,0.01505458,-0.009177939,0.006438475,1.014628,-0.1727654,-0.06128038,5
-0.001892216,0.008100357,-0.004769486,-6.544958e-06,-0.002207949,-0.001564914,0.9831524,0.1425287,0.224109,4
-0.004705391,-0.001347719,-0.01060025,0.06216181,-0.04390809,0.004147401,0.07684054,0.4304075,0.8958188,6
-0.008203992,-0.02197497,0.01453032,0.01887464,0.03364657,-0.0238342,1.000582,-0.2689795,-0.01232307,5
0.002731173,-0.02245652,0.009096115,-0.006877769,0.06988242,0.0870337,0.9844845,-0.05865151,0.2947071,4
-0.001108022,0.003774497,0.003500145,-0.001043158,0.006689789,0.0001816413,0.1496157,0.5705997,0.8233798,6
0.003836669,-0.006040456,-0.01255668,-0.008986779,0.005819718,-0.002216583,0.9284971,0.301889,0.2511098,4
-0.0006998108,0.002549918,0.003497019,0.002763925,0.001514154,-0.01033556,1.01792,0.1109464,0.00539946,4
0.1611239,0.007482143,-0.044187,0.2764967,0.4543768,0.1978759,1.163244,-0.2087537,-0.1565019,1
-0.2881267,-0.01599502,0.01384038,0.09399434,-0.5726276,-0.5662151,0.7154259,-0.2234826,-0.1445125,1
0.1227574,-0.1339884,-0.5747412,0.1673549,0.5355509,0.335522,1.01837,-0.3896891,-1.008164,2
0.03077251,0.0142817,-0.01024489,-0.07527888,-0.1303288,0.2103518,0.06295803,0.6644672,0.7599393,6
0.08545752,0.1583867,-0.1066692,0.6015033,-0.3428676,0.2212708,1.092522,-0.05814678,-0.1197266,2
0.001069238,0.01297019,0.01153393,0.01791533,-0.08628469,0.06932901,0.9210577,0.2657228,0.3552163,4
0.002138855,0.00825996,0.01940618,0.001215787,-0.007184299,-0.0008813067,1.019639,0.07180355,-0.0962484,4
0.001463223,0.001621331,0.004228375,-0.01546378,0.006204746,-0.003404894,1.026657,-0.09882259,-0.006878271,5
0.0213744,0.004159894,-0.03011058,0.04882068,0.1886883,0.03367845,1.00595,-0.1611039,-0.2661488,5
0.0006140267,-0.001810626,0.007855979,-0.002592916,-0.006165431,-0.01236787,1.025222,-0.02799621,-0.05746929,4
0.005373647,0.0001921551,0.02632411,0.01165687,0.002976319,-0.03010749,0.9630958,-0.3303239,-0.1877779,5
-0.2410488,-0.02698906,0.1984235,-0.4692399,-0.2723558,0.4768473,0.773928,-0.1393507,0.04773182,1
0.004149154,-0.02839765,-0.002911986,0.008020836,-0.01976906,0.1129939,1.025222,0.04431521,-0.002852329,4
-0.003361819,0.006185185,-0.008170574,-0.002757717,0.02779233,0.002534967,0.9536633,0.2867892,0.1755213,4
