acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_total_x,acc_total_y,acc_total_z,label
-0.05073541,-0.4116133,-0.05308932,0.044784,-0.182311,-0.7463562,0.9609842,-0.6142008,0.02023262,1
-0.006393932,0.008369437,-0.003342155,-0.0285623,0.02800208,-0.06732005,0.9876369,0.01277006,0.2589479,4
0.3632315,0.0327418,0.002426968,0.2098828,-0.2411205,-0.2130258,1.369519,-0.111556,0.1269794,3
-0.00131821,0.001759338,0.01780074,-0.1970157,0.02834359,-0.0239086,0.2566577,0.8689999,-0.4534874,6
0.1801336,-0.1874014,-0.3202624,-1.70222,-0.1542641,-0.352378,1.185165,-0.2267003,-0.1560069,3
-0.333551,0.01073183,0.1868591,-0.3217184,0.1123714,0.3977217,0.6639854,-0.1209569,0.006712041,1
-0.2467281,0.1608532,-0.05297338,-1.223128,-0.1361556,0.05431547,0.7621517,0.03400064,-0.03649261,3
0.001985531,0.004869062,0.003501547,0.003587416,-0.004834067,0.002179027,1.021283,-0.1495885,0.07510426,5
-0.04744001,-0.1719976,-0.005208947,0.07768206,0.2625533,-0.1267659,0.9419132,-0.2459873,-0.1385498,3
0.1474828,0.07368365,-0.04542183,-0.2720248,-0.3198985,0.01695585,1.094312,-0.243804,-0.285803,2
0.0009954236,-0.01075896,0.01695342,-0.007886034,-0.02172873,-0.01097652,0.9889958,-0.2994555,-0.1012711,4
0.008408811,0.009308427,-0.01030204,-0.01821916,0.02527453,-0.01214411,0.1438195,0.8870945,0.4401785,6
-0.006964698,-0.01625163,0.01057449,-0.1275248,0.03896512,-0.01943596,0.9467945,0.2410607,0.2402287,4
-0.03105405,-0.00782592,0.04646464,-0.1544398,-0.02337274,-0.21244,0.9868163,0.01990306,0.1799156,4
0.001000845,0.04521639,-0.06884612,0.3685589,-0.1510112,0.1821128,-0.1039733,0.410775,0.9100389,6
0.0250787,-0.04179202,-0.02807556,0.9038861,0.7368546,0.03706518,0.9898993,-0.3735641,-0.07714594,2
-0.001731176,0.0009152559,-0.005945288,-0.006976079,-0.062586,0.005878604,1.017977,0.07084166,-0.09701988,4
-0.184291,0.1359062,0.1253413,0.1549566,0.02471467,0.1785308,0.7784131,0.01129469,-0.1942223,3
-0.003374981,0.01490682,-0.01160816,-0.0058353,0.002865688,-0.0007543401,0.2782836,0.4538815,0.8429457,6
-0.006714331,-0.0008636733,0.007732079,-0.008619724,0.005293439,-0.01848196,-0.02415032,0.7053245,0.740749,6
-0.0366978,0.1876467,-0.03132504,0.2857711,-0.05208368,0.1799016,0.9854005,0.07563688,0.06116057,1
0.007842744,-0.004349105,-0.00112557,0.001681176,0.03392699,-0.007336205,0.4661222,0.6160306,0.6475154,4
0.002006698,-0.001548759,-0.01306672,-0.02003249,0.001055569,-0.002326368,1.017679,-0.09757099,0.1247437,5
5.460146e-05,0.0008198957,-0.003888582,-0.006660493,-0.00354788,-0.01357987,0.1450994,0.8509293,0.5002785,6
0.2674328,-0.3531355,-0.03518135,0.6500539,-0.4378954,0.1837789,1.280932,-0.6227714,0.008482296,2
-0.000208846,0.001406796,-0.006083788,0.02717605,-0.03702945,0.002857523,0.1469451,0.5594876,0.8196445,6
-0.2254648,0.1663388,-0.01190026,0.5111026,-0.2846722,0.2568267,0.7601941,-0.09458103,-0.08045246,1
0.8870819,-0.3125462,-0.2133873,0.3299073,0.4591029,-0.3205655,1.861557,-0.6571237,-0.3781288,3
0.0004273112,0.06103944,0.1174145,-0.1305787,0.3349941,0.2293203,1.020949,-0.1154133,0.1364588,1
-0.395025,0.2333503,0.0132056,1.848323,0.2333883,-1.149972,0.5290656,0.02755959,-0.3605939,2
-0.04203364,0.1878917,-0.09872635,-1.004219,0.1389961,-0.1074212,0.94395,-0.1214673,-0.2736919,2
-0.2780401,-0.1127626,0.06158039,-0.5607957,0.06084514,0.1451884,0.7347351,-0.3481153,0.133405,1
-0.001585254,0.001634832,-0.001302629,0.01122158,-0.004975454,0.006156745,1.016782,-0.1537286,0.07124997,5
-0.0009254426,0.009228826,-0.003291557,0.01078263,-0.006911512,0.003239717,0.9841339,0.135516,0.2296921,4
0.1402201,0.2633418,0.01889248,-0.453198,0.2546805,-0.1132579,1.132752,-0.02240701,-0.1154562,1
-0.2485648,-0.0364198,0.09041824,1.60982,-0.1807722,-0.3987427,0.6599364,-0.3277643,-0.2952528,2
0.1038319,0.3390597,-0.08665737,-0.3733679,1.144066,0.3848681,1.068594,0.2119779,-0.3790377,3
0.08331871,-0.04685123,-0.2316027,0.1766672,0.07685656,-0.02652545,1.063422,-0.08328115,0.05510795,5
-0.00887329,-0.008895,-0.007479878,-0.009137516,0.01838243,0.001847212,0.915769,0.2989859,0.2559874,4
-0.2057684,0.17832,-0.02693248,-0.709728,0.3566376,0.1046328,0.7744381,-0.02699452,0.115366,3
-0.001133406,0.0008659579,-0.01164972,-0.002965235,-0.01159569,3.715562e-06,0.8803135,0.2499357,0.4154246,4
-0.004716213,0.007132936,0.0007893158,-0.002746584,-0.002528673,0.003381517,0.8159256,0.4074796,0.4344849,4
-0.005963271,0.01809142,-0.02213013,-0.2538207,0.01341855,-0.377611,0.9944532,0.1300149,0.2182961,4
-0.002159314,0.00923209,0.01166425,-0.01277812,0.02792509,-0.01769117,1.007542,0.128553,0.1170571,4
-0.001691539,0.004735269,-0.003134089,0.00528846,0.01196867,0.006216073,0.9664792,-0.009570279,-0.3457133,4
0.13739,0.297584,0.01849936,-0.1710056,0.5433192,-0.1443329,1.097571,0.1246713,0.03148993,3
0.3803188,0.1467227,-0.2796495,0.6654399,-0.4812707,-0.407669,1.356519,-0.1432442,-0.1767229,2
0.2407252,-0.352289,-0.5628743,0.06278497,2.357696,0.2464865,1.256992,-0.4682326,-0.7090719,1
0.7906808,-0.3410661,-0.1205918,-0.417106,-0.4007971,-0.02381434,1.758534,-0.6813372,-0.3073116,3
-0.2900455,0.0154715,0.0585804,-0.9378806,0.5728853,0.3463795,0.7321196,-0.1832812,0.09268779,1
-0.01530194,-0.4191708,-0.1263515,0.1502141,0.5169974,-0.09717198,0.976187,-0.4751143,-0.3740749,1
-0.001671521,-0.01130652,0.005309977,-0.05693175,0.03544276,-0.04813089,1.006066,-0.2475339,-0.02463397,5
-0.1385533,0.05191084,-0.06666114,-0.4441332,0.5965078,0.06395359,0.8506686,-0.1684196,-0.1777963,3
0.2805424,-0.119124,0.1944559,-0.2063449,0.3353932,0.207721,1.298204,-0.2671565,0.146345,1
0.007420091,0.007785813,0.006993707,0.0117526,0.007522819,-0.00902345,0.9829462,-0.1967608,-0.2679018,5
0.489793,-0.3248446,0.1269926,1.072961,0.1634413,-0.03551534,1.491162,-0.3476752,0.2615437,3
-0.003697158,-0.03679315,0.05775701,0.04546644,0.0001882774,0.02392093,1.014333,0.03771302,0.1567027,4
-0.03711954,0.2715357,0.04885437,-0.4122242,-0.1357195,0.1494748,0.8670033,0.04319299,-0.4005939,2
0.1630383,0.1254573,-0.1053616,0.9731804,-0.3935193,-0.5001338,1.164375,-0.1083972,0.01020066,1
-0.001349702,0.000783148,-0.002028213,-0.01717577,0.003891151,-0.008909532,1.00939,-0.1955761,0.08538552,5
-0.001122682,0.001783024,0.007601628,0.001195459,0.002711375,0.001380644,1.012389,0.1285856,-0.02932202,4
-0.07166364,0.1443411,0.07902588,0.2770454,0.2678396,-0.2399838,0.9474863,0.01448202,0.07586469,3
0.1744248,0.1749661,0.07475634,0.09620274,0.5975589,-0.2694254,1.195276,0.07763686,0.116187,1
0.2941676,-0.209938,-0.131934,-0.3144933,-0.01331096,-0.06470954,1.22447,-0.02800885,-0.48796,2
0.2599759,0.5303721,-0.1404916,-0.1716338,-0.02956082,0.4224731,0.08029029,0.7060668,0.8383198,6
0.001069834,0.01837613,-0.00457771,0.06121594,-0.01801933,0.01206211,1.008284,-0.219077,-0.0567938,5
-0.02782406,0.2924828,-0.03000319,0.009884595,-0.06580692,0.5746028,0.9825821,0.04146436,-0.07450689,1
0.0431011,-0.01295258,0.003108475,-0.005263711,-0.002466162,0.208871,0.02934404,0.9591238,0.3063419,6
-0.001924234,-0.0009811216,0.008693797,0.0117136,0.00421845,-0.01109858,1.014974,-0.1291053,0.1329161,5
-0.003204381,-0.002654272,-0.01106762,0.0167946,-0.004533668,-0.004875546,1.023391,0.0009786415,-0.01679688,5
-0.0371375,0.003450132,0.0417451,-0.2215292,0.2869005,-0.0405562,0.9570469,-0.03203099,0.1864554,3
0.004127687,-0.003055617,-0.007275582,0.002444604,-0.0185051,-0.0005068721,1.019418,-0.1287929,0.1191025,5
-0.02290648,-0.0161809,0.008960194,0.03333764,0.009117887,-0.01761593,0.8944802,-0.2218495,-0.4262421,5
0.1767967,-0.1203595,-0.05177626,0.276036,-0.528674,0.4470301,1.16931,0.00582938,-0.2557037,1
-0.001311795,-0.01259475,-0.0009207162,0.0009786981,-0.0006320087,-0.001548661,1.015604,-0.2079182,0.02827847,5
-0.0002347557,-0.003539707,0.0003183658,-0.001191052,0.01965373,-0.0004805486,0.2276197,0.6158591,0.7677568,6
-0.1003041,0.1600893,-0.1772291,0.002508683,-0.266407,0.3944777,0.8674222,0.1142502,0.1412358,3
-0.002118304,-0.002437668,0.006168476,-0.004074492,-0.005983725,0.0005883123,1.007834,-0.01274343,0.1937487,4
0.0007269383,0.001544199,-0.02286418,-0.0270679,-0.01797531,0.01122535,0.01375732,0.9916636,0.1421489,6
-0.005604098,0.2682724,0.1743046,-0.5513862,-0.3424318,0.4269812,0.9239579,0.06918206,-0.1941865,2
0.2054992,-0.5119068,-0.1610537,0.5883998,-0.2492141,-0.03788726,1.144839,-0.895844,-0.2468855,2
-0.0419813,0.02051308,0.3974643,-0.6055467,-0.037533,0.2292409,0.9375961,-0.2650077,0.3760477,2
-0.5022612,-0.1889635,-0.04385079,0.01411029,0.0993736,-0.1887667,0.4972414,-0.4029174,-0.0860319,3
0.5612411,0.09688034,0.006797453,-1.707405,0.6585137,-0.1268785,1.581608,-0.002885731,-0.008168141,3
0.001858491,0.001066192,0.008289465,0.001120367,-0.00269095,-0.004879773,0.9167924,0.3521501,0.244458,4
-0.1328998,-0.2848614,0.5478807,0.04455381,-0.1086323,0.357245,0.6238449,-0.6063752,-0.03114503,2
-0.01039987,-0.1002533,-0.225037,-0.2633708,-0.2636753,-0.5926616,0.9636715,-0.3028052,-0.4959603,1
0.002703703,0.001547284,0.00297051,0.00661333,-0.004380256,0.005029398,1.019247,0.08471458,-0.1072786,4
-0.008375477,-0.00391782,0.007597563,-0.01006127,0.01567968,-0.0002870007,0.2489915,0.6393822,0.7414099,6
0.004542224,-0.001782859,0.000940835,0.003397273,0.002456231,-0.004591517,0.9343539,0.1928147,0.3712737,4
-0.1990229,0.08695524,0.2145311,0.4113947,-0.3933036,0.4693676,0.8190465,0.03039638,0.1875362,3
0.1033915,0.1503407,0.395109,-0.6481622,0.4614156,-0.1302014,1.068041,-0.1954022,0.2079407,2
-0.4176756,-0.2106145,0.03711515,0.2460178,0.7865622,-0.7938272,0.583473,-0.4873321,-0.0679374,3
-0.002163939,-0.001886679,0.0003239415,-0.002607653,-0.001374891,-0.005313152,-0.1999371,-0.01822503,0.974554,6
-0.2398819,0.1207361,0.1255402,0.3841161,-1.168016,-0.5214423,0.7444465,-0.214588,0.1457946,2
0.001093495,0.004839428,-0.006210162,0.0360057,-0.03471513,-0.01462304,0.2728743,0.4330481,0.8573475,6
0.01537408,0.01193568,0.0003872222,0.001624247,-0.01757201,0.03439907,0.9591739,-0.3301215,-0.2548047,5
-0.01029447,0.00156408,-0.000338938,-0.005516341,0.01921682,-0.006859608,-0.02146602,0.6200561,0.8003804,6
-0.2565925,-0.1111697,0.09299632,1.573647,-0.3248243,-1.15681,0.7089557,-0.2737869,-0.2461739,1
-0.5608392,-0.01930504,-0.04540997,0.3110066,0.3263493,0.2414882,0.4646977,-0.2626165,-0.03845401,2
0.4288601,-0.6107728,-0.1478808,1.29373,0.5785885,0.4901984,1.442312,-0.8473651,-0.06209019,1
-0.001490567,0.004028088,-0.01123775,-0.0006061495,-0.003862639,0.001825939,0.07279513,0.8010421,0.6074679,6
0.001019683,-0.004366092,-0.003911765,0.02439555,0.001197086,-0.002098919,0.9962914,-0.2609672,0.1189589,5
0.001091271,-0.002166253,0.001941027,9.137798e-05,0.00939818,0.002468193,0.9662174,-0.1064618,0.3421193,5
0.141751,0.03830971,-0.002574199,-0.0575582,0.9554933,-0.1447618,1.158281,-0.1122955,-0.02791119,1
0.000639646,0.007918072,0.001527559,-0.002113491,0.007514363,-0.009705736,0.9901046,-0.2927094,-0.05770163,5
0.001016612,-0.0008619016,-0.005253462,0.003693232,-0.003583327,-0.0004971296,1.018946,0.07768057,0.05558525,4
-0.002048098,0.0002558087,-0.005309742,0.004252693,0.00505899,-0.001496728,-0.03430508,0.7011248,0.7337151,6
0.004293871,-4.640119e-05,0.001787158,0.01663162,-0.03598168,-0.002829688,0.1530129,0.5598491,0.8251748,6
-0.04264706,0.1182341,-0.1007218,-0.492965,-0.4445222,-0.237952,0.9430895,-0.06657533,0.1134036,2
0.08689707,0.05305724,-0.09986305,0.506824,0.2222382,-0.0833503,1.097138,-0.1456018,-0.04987756,1
-0.01716769,-0.01166368,0.009353027,-0.004291985,0.007986956,-0.0007098281,0.01999765,0.51286,0.8704388,6
0.2989397,-0.1592535,-0.006788843,-0.04933043,0.3053257,0.1173864,1.316577,-0.3093423,0.06489537,1
0.004321625,0.007746765,-0.006446393,0.004702969,0.008334216,0.004302236,0.997353,0.04160544,0.2536354,4
0.004419934,-0.006063678,-0.0007043903,0.04240294,0.01126815,0.01668605,0.149037,0.8452652,0.5023606,6
-0.006142182,0.002047821,-0.005596449,-0.004076241,0.006093409,0.00458637,-0.1202543,0.7703603,0.6562379,6
-0.05876077,0.2046218,-0.01815895,-0.2028574,-0.00321031,0.2949775,0.9512114,0.09370813,0.1080045,1
-0.006807053,-0.007432878,-0.01082086,-0.004044507,-0.01209742,0.00755683,0.9946214,-0.1704225,-0.223997,5
-0.00329268,-0.003390343,0.0004327456,-0.04622411,-0.0169835,0.007845201,1.008562,-0.2149262,0.03557305,5
-0.2979434,0.06527637,0.1130187,0.0923952,0.3653457,0.7236068,0.5715117,-0.1418493,-0.3825194,2
-0.1132588,0.1065994,-0.1297836,-0.4165591,0.1065807,-0.2883096,0.8765653,-0.2183135,-0.1425989,2
-0.274913,0.1230984,0.04924813,-0.2418203,0.1820428,-0.330512,0.6582727,-0.06115743,-0.3475862,2
-0.2144482,0.109048,-0.03284532,0.6002841,-0.1627105,0.3349888,0.8091835,-0.008524585,-0.06644852,3
-0.3058327,0.1524086,0.1011922,0.2865148,0.02880678,0.367124,0.5608788,-0.2680583,-0.2245409,2
0.2711149,-0.1094022,0.008605532,0.4197029,-0.9770769,0.5174257,1.247028,-0.217527,-0.293391,1
-0.00129908,-0.00721185,-0.008644531,-0.00286113,0.0009240509,0.007533256,1.025187,-0.01357092,0.0310874,5
0.006059684,-0.2410435,0.02320265,0.1683371,0.04098656,0.169787,-0.3168976,-0.005564667,0.9638567,6
0.002482157,0.004081251,0.004132043,-0.01550231,-0.0246534,-0.006058131,0.9778807,0.2420563,0.1930035,4
-0.0004952706,-0.01236562,0.001956311,0.001199511,0.01334079,-0.002439764,0.9895363,0.05960702,0.2444073,4
-0.03035294,0.07126998,-0.007865962,-0.01803332,-0.04333617,0.07492712,0.7714227,0.4394943,0.4503331,4
0.0001722473,0.003311999,0.004896201,0.01869203,-0.006758575,-0.007997743,0.9469628,-0.3472219,-0.2247278,5
0.005287361,-0.006665762,0.001432508,0.008544925,0.0002420052,0.01225873,0.7863017,0.4852055,0.3803742,4
-0.0006725972,0.004575905,0.01210584,0.005316497,0.02207652,-0.01094075,1.021688,0.08554918,0.0004927747,4
0.04914077,0.07214897,0.01481736,0.7139816,0.1065966,0.03912369,1.05224,-0.1796536,-0.1210096,1
-0.420366,-0.004885644,0.1831223,-0.03791349,0.03729897,0.2259596,0.5887763,-0.2030394,0.1270577,3
0.001925487,0.00255093,0.0129867,0.004332838,0.000296194,-0.001005827,1.012815,0.1167864,0.1015958,4
0.001241107,0.006444385,0.004564405,0.0129341,0.01023411,-0.002038501,1.021111,-0.1057537,0.09814271,5
0.001663271,0.003796321,-0.004822197,0.001355654,-0.002675249,0.002764429,0.962582,-0.01492508,-0.3658773,4
0.3314342,-0.4092378,-0.1841026,-0.2001328,-0.00260969,-0.2259285,1.223584,-0.8364143,-0.5133638,2
0.1168138,0.03096215,-0.1094047,0.3030894,0.1958498,-0.2610335,1.068406,-0.3626818,-0.2481453,2
-0.006763213,-0.0003613801,0.003311305,0.08373739,0.01915586,-0.002690676,0.1268848,-0.4506427,0.8851615,6
-0.01044303,0.0159124,-0.02818988,-0.04933659,0.1589318,0.05855536,0.9986731,-0.2143779,0.0595328,5
0.009124448,-0.01421394,0.006132695,0.0357823,-0.1371441,0.08476523,0.01923721,0.232908,0.9690616,6
0.004750219,-0.01097185,-0.01340172,-0.01444446,-0.009284648,-0.01994386,0.979898,-0.1600914,0.2885358,5
0.07279586,-0.04187105,0.2179193,0.02470889,-0.03461356,0.3385786,1.075307,-0.2171136,0.1920877,3
-0.002054649,-0.003184247,-0.001185641,0.004450085,-0.009994123,0.005885059,1.016278,0.07472054,0.05788489,4
0.009987518,-0.004137578,-0.001467705,-0.01383584,-0.0565864,0.01027449,0.2413578,0.9402858,0.225523,6
-0.0003006703,0.002071127,0.01472989,-0.004989986,-0.004381679,-0.000722928,0.005472461,0.9700931,0.2837951,6
-0.009201607,0.003706733,0.007524187,-0.00525673,-0.005327866,0.002945712,0.2283286,0.9484994,0.2259935,6
-0.1122876,0.03978818,0.1383502,-0.7124839,0.1127633,0.2003499,0.8534145,-0.299221,-0.01173717,2
-0.00236911,0.00174043,0.01064627,-0.003102168,-0.003677981,-0.01549948,0.003084439,0.969,0.2802272,6
0.001940025,-0.00221604,-0.001436788,-0.007368597,0.008532643,0.001036806,0.171674,0.7467305,0.6549759,6
-0.0036856,0.07345939,-0.03469707,0.02020387,0.03248152,0.02030224,0.9053585,0.5001052,0.05729857,4
-0.001556355,0.01236085,-0.002590899,0.009162895,-0.000280972,-0.0006642507,1.022378,-0.06405949,0.070279,5
-0.01483217,-0.008722613,-0.01143414,0.01032771,-0.01048198,0.01715183,0.9433283,-0.2126561,-0.3521838,5
0.003365583,0.1018546,0.179276,0.7434614,-0.4446539,0.2209195,1.031731,0.1020566,0.1558651,3
